eventx,eventy,eventtime
2677419.21087284,230353.178474626,2007-10-30 20:05:00.000
2706553.03743127,252859.338117577,2007-11-05 11:59:00.000
2692160.2082366,250104.855596893,2007-11-06 19:23:00.000
2697439.40363531,255316.334935501,2007-11-07 03:17:00.000
2693258.11544298,247654.287606475,2007-11-07 17:43:00.000
2702777.56998849,269737.403701029,2007-11-07 22:53:00.000
2689836.05734137,227260.311123281,2007-11-08 21:33:00.000
2741733.17033542,290225.715167205,2007-11-09 20:27:00.000
2673384.67643076,226393.995568591,2007-11-10 02:51:00.000
2689074.39492466,226462.922603175,2007-11-16 23:12:00.000
2687158.70631777,272372.720815594,2007-11-17 01:50:00.000
2694005.05860869,274925.994773521,2007-11-17 20:35:00.000
2695668.11489424,251915.616132454,2007-11-18 01:57:00.000
2695668.11489424,251915.616132454,2007-11-18 03:47:00.000
2699503.85691262,234992.793239526,2007-11-18 04:12:00.000
2674759.88255013,224777.90874122,2007-11-19 19:18:00.000
2691056.09703348,238394.718302005,2007-11-28 11:24:00.000
2694048.34038487,252137.071230885,2007-11-28 16:18:00.000
2675486.90731512,229540.083483036,2007-11-29 14:05:00.000
2696628.56078644,247735.651817653,2007-11-29 17:26:00.000
2689614.46654668,228956.913196296,2007-11-30 14:48:00.000
2735743.46891554,275812.985903568,2007-12-02 12:01:00.000
2682349.01321115,239387.184182285,2007-12-03 23:45:00.000
2711258.12563571,248261.540286149,2007-12-04 17:01:00.000
2671279.10937307,216076.112121754,2007-12-05 00:46:00.000
2677952.15067962,226988.462431472,2007-12-11 13:25:00.000
2694624.52884669,244216.05257117,2007-12-13 02:49:00.000
2690850.71891566,245245.381187084,2007-12-13 17:39:00.000
0,0,2007-12-15 20:06:00.000
2677389.96224456,230642.378818181,2007-12-22 15:23:00.000
2675228.64070463,236329.102203542,2007-12-24 03:28:00.000
2682044.05861787,259584.87845128,2007-12-24 14:45:00.000
2694785.2650562,250559.706663348,2007-12-25 14:16:00.000
2672125.05778291,241572.796436829,2007-12-25 19:30:00.000
2691386.10322228,251681.177383143,2007-12-25 21:52:00.000
2692080.65009064,249556.974583821,2008-01-02 20:19:00.000
2701673.98641247,251319.195073434,2008-01-02 21:15:00.000
2712601.6885393,250410.211311391,2008-01-04 11:47:00.000
2745199.42635406,285876.224849714,2008-01-04 20:18:00.000
2690817.31692914,254850.981907228,2008-01-05 20:21:00.000
2692640.10936147,263204.594534845,2008-01-11 21:23:00.000
2690289.21345422,246594.58781341,2008-01-12 00:26:00.000
2680350.05586642,235852.796279006,2008-01-12 00:30:00.000
2700031.70339611,245050.006823554,2008-01-12 23:14:00.000
2691991.37646719,277800.78428293,2008-01-13 06:10:00.000
2690867.97717595,244249.447329628,2008-01-14 00:26:00.000
2693871.3868519,225476.792134232,2008-01-15 20:17:00.000
2700157.6850459,239283.410251665,2008-01-21 11:49:00.000
2689448.95225085,253341.272029177,2008-01-22 17:49:00.000
2724215.40862943,260938.743897475,2008-01-23 10:31:00.000
2741649.54796435,290227.224061653,2008-01-23 20:23:00.000
2714864.03211112,265850.733240789,2008-01-25 17:46:00.000
2714622.8511178,259918.053352035,2008-01-31 01:18:00.000
2677660.05948572,238416.463415118,2008-01-31 11:51:00.000
2677660.05948572,238416.463415118,2008-01-31 13:12:00.000
2714448.07805601,260637.68452296,2008-02-02 18:35:00.000
2692885.87507293,225665.378747162,2008-02-02 20:43:00.000
2683281.88821669,241841.271806886,2008-02-03 03:10:00.000
2674898.10369836,224160.767050935,2008-02-04 07:17:00.000
2723610.81949549,271426.544095851,2008-02-09 16:15:00.000
2687507.93723852,249274.024708415,2008-02-09 23:35:00.000
2703153.24753682,252956.206029733,2008-02-11 18:27:00.000
2686478.65850157,248587.752721126,2008-02-19 14:51:00.000
2682929.99304663,243629.087389543,2008-02-20 16:40:00.000
2692418.43643527,279643.473766466,2008-02-20 17:28:00.000
2715655.440962,260914.927482217,2008-02-20 19:55:00.000
2688238.81552819,228494.935961273,2008-02-20 23:53:00.000
2685164.04738779,239926.472260604,2008-02-21 01:17:00.000
2695887.466645,235813.561125828,2008-02-22 18:26:00.000
2699310.78153049,255941.81840238,2008-02-23 12:23:00.000
2681681.85507601,243153.602426085,2008-02-29 00:02:00.000
2695374.12211217,224206.101094213,2008-02-29 18:22:00.000
2695711.74641181,260037.370543149,2008-03-01 02:12:00.000
2701366.95482019,253990.154599717,2008-03-02 07:55:00.000
2690688.5982504,245521.337411063,2008-03-10 01:28:00.000
2672170.66255274,213470.696539698,2008-03-11 22:24:00.000
2674992.45079474,239438.79575984,2008-03-12 10:01:00.000
2692088.50252589,280984.492718712,2008-03-17 06:12:00.000
2674120.62732308,230200.392413761,2008-03-18 07:48:00.000
2693329.24628346,256206.216997932,2008-03-18 20:45:00.000
2688788.8713067,258570.565171643,2008-03-19 19:41:00.000
2673572.57448807,237629.419499906,2008-03-20 11:29:00.000
2694114.7493859,236048.048569097,2008-03-26 14:51:00.000
2688379.79882669,252336.078064955,2008-03-27 15:04:00.000
2679183.2301729,241282.317929322,2008-03-28 03:22:00.000
2726951.69195824,273859.710303799,2008-03-28 23:11:00.000
2695562.98642671,259334.779637667,2008-03-30 01:27:00.000
0,0,2008-04-05 09:38:00.000
2696302.81707674,252209.198479908,2008-04-06 03:53:00.000
2697407.06520934,260525.587763458,2008-04-12 04:50:00.000
2692462.88588561,269801.374933194,2008-04-12 12:44:00.000
2690178.04721181,252391.445508523,2008-04-12 18:07:00.000
2725022.54246701,275142.42329531,2008-04-13 03:08:00.000
2672399.94393057,241961.204364083,2008-04-13 03:59:00.000
2699401.15492534,244070.323870903,2008-04-13 05:18:00.000
2690393.55246079,250603.856697641,2008-04-13 17:06:00.000
2677549.18632211,246732.581054152,2008-04-15 02:15:00.000
2674401.22714234,231825.651293627,2008-04-15 22:44:00.000
2686904.09316228,229319.430969859,2008-04-16 05:15:00.000
2688424.97343505,248413.113907706,2008-10-26 02:25:00.000
2671858.67834728,220631.141154524,2008-10-26 03:25:00.000
2726713.45740624,264139.018677806,2008-10-26 10:46:00.000
2680002.32052253,242692.074644662,2008-10-26 23:10:00.000
2713497.9222186,259129.937637414,2008-10-27 03:55:00.000
2703601.82749172,260497.090734628,2008-10-27 06:10:00.000
2689054.03080253,227667.829814439,2008-10-27 08:51:00.000
2707013.43720892,256038.871862336,2008-10-28 07:21:00.000
2698131.89019841,263581.709361186,2008-10-28 17:04:00.000
2702598.56988338,263305.80554673,2008-10-28 19:48:00.000
2693329.24628346,256206.216997932,2008-10-29 14:50:00.000
2732909.93839631,266455.13485039,2008-10-31 19:18:00.000
2679709.06900048,263323.324224544,2008-11-01 18:28:00.000
2696365.56613553,229941.799577772,2008-11-02 01:04:00.000
2699028.24654284,247419.338267321,2008-11-02 01:49:00.000
2676419.79333603,243700.523446074,2008-11-02 19:24:00.000
2687914.30967194,252215.929557998,2008-11-02 21:04:00.000
2672760.43863255,217955.16537253,2008-11-02 21:42:00.000
2675899.90775534,232180.279199715,2008-11-04 01:04:00.000
2680860.54855936,241423.637520631,2008-11-05 20:21:00.000
2673476.43482149,243869.84242678,2008-11-07 23:44:00.000
2689853.68117018,271510.384278172,2008-11-08 23:04:00.000
2693492.10173251,274299.307274132,2008-11-09 14:26:00.000
2677411.22946579,226800.113097456,2008-11-10 19:06:00.000
2688114.37200523,244767.311817929,2008-11-12 16:38:00.000
2689113.64204268,246799.297925264,2008-11-13 23:59:00.000
2674418.99604997,226757.929752878,2008-11-14 23:14:00.000
2694885.95442052,278073.459517776,2008-11-15 17:33:00.000
2678760.04034155,233400.075614189,2008-11-16 02:54:00.000
2711804.96305575,257858.426979317,2008-11-16 22:35:00.000
2709166.84649505,249764.498597854,2008-11-17 22:34:00.000
2721835.71468014,274596.478606122,2008-11-20 17:54:00.000
2690549.09630676,231736.047897842,2008-11-20 22:33:00.000
2688493.71724391,249761.082939058,2008-11-21 00:01:00.000
2691296.55966023,258183.634851764,2008-11-22 01:39:00.000
2694455.96908874,249787.484092303,2008-11-22 14:15:00.000
2710433.47720301,252068.425328659,2008-11-23 03:00:00.000
2685152.36440292,256119.285234335,2008-11-24 06:01:00.000
2677056.85993637,243159.908040593,2008-11-26 12:59:00.000
2702365.05846925,259576.91453158,2008-11-26 14:21:00.000
0,0,2008-11-26 16:21:00.000
2663977.85091508,244889.379845405,2008-11-28 16:10:00.000
2696223.32646818,262598.484257883,2008-11-29 00:00:00.000
2694929.77869787,239879.62006696,2008-12-01 04:18:00.000
2702041.73307721,254009.846725851,2008-12-01 05:10:00.000
2670772.8078686,223783.931311775,2008-12-01 23:11:00.000
2690912.647992,267549.679392766,2008-12-03 11:50:00.000
2689519.73972196,225592.072977812,2008-12-05 17:32:00.000
2699548.07058112,238736.263921319,2008-12-06 03:41:00.000
2721991.08590233,272508.28553386,2007-10-04 08:09:00.000
2721707.51559101,272051.386005549,2007-10-04 15:17:00.000
2705750.12412902,252788.187270538,2007-10-05 21:48:00.000
2696330.57498398,239055.942531008,2007-10-06 02:09:00.000
2696330.57498398,239055.942531008,2007-10-06 03:33:00.000
2681228.9091475,223351.215996563,2007-10-11 21:00:00.000
2675621.39254326,229670.267507187,2007-10-12 20:27:00.000
2673934.31814143,229510.891738602,2007-10-15 20:51:00.000
2669569.72664237,235183.267707755,2007-10-21 01:26:00.000
2704697.44458628,249086.877614714,2007-10-22 14:41:00.000
2702755.87128353,260074.624303517,2007-10-24 02:09:00.000
2709155.83662536,264310.09908166,2007-10-24 21:20:00.000
2718113.1428151,260270.746968298,2007-10-24 23:09:00.000
2698595.39884102,273170.296858608,2007-10-31 10:29:00.000
2666332.63222729,242657.787591377,2007-10-31 21:16:00.000
0,0,2007-11-01 12:55:00.000
2730893.62024094,285440.628277982,2007-11-02 00:31:00.000
2689790.03006208,263061.51869547,2007-11-03 03:02:00.000
2673193.72176782,241087.646234186,2007-11-03 19:57:00.000
2694657.6441853,254549.110758326,2007-11-03 23:45:00.000
2736878.90192878,292557.909305665,2007-11-04 01:41:00.000
2684910.99560908,227757.573632305,2007-11-05 00:56:00.000
2697525.6037198,241779.000680838,2007-11-11 00:53:00.000
2683572.97126795,246131.293536215,2007-11-11 04:07:00.000
2671084.06200123,245571.056233359,2007-11-11 17:02:00.000
2706781.24179393,270785.691957669,2007-11-12 17:35:00.000
2713477.5154953,264595.987260356,2007-11-13 09:04:00.000
2697598.11497683,270605.849839582,2007-11-13 22:41:00.000
2714926.61715496,265643.581201978,2007-11-21 17:50:00.000
2676375.12546225,240854.081143647,2007-11-22 03:39:00.000
2698860.51381291,255447.512966787,2007-11-24 18:16:00.000
2717511.55853266,262784.51180129,2007-11-25 04:48:00.000
2718180.67418037,256892.932817144,2007-11-25 07:52:00.000
2692413.54867749,262899.390953625,2007-11-25 18:29:00.000
2683754.28724201,236851.333844888,2007-11-26 00:13:00.000
2684708.530893,230918.053102935,2007-11-26 07:04:00.000
2685254.85354457,234298.059372617,2007-12-06 17:58:00.000
2701745.13630014,244286.365090678,2007-12-07 09:17:00.000
2733704.33539251,267068.467683782,2007-12-07 19:40:00.000
2691243.46955889,226452.116515576,2007-12-08 01:30:00.000
2727227.25336398,293426.678730793,2007-12-08 04:01:00.000
2700004.58174492,249576.791768243,2007-12-08 23:29:00.000
2671554.81356004,244036.206143396,2007-12-10 11:32:00.000
2691434.95745125,226680.028446143,2007-12-11 07:15:00.000
2678455.45423076,251661.782394778,2007-12-16 16:34:00.000
2704440.23963388,251644.759131881,2007-12-17 09:39:00.000
2695456.40775255,257055.738183187,2007-12-19 02:14:00.000
2670927.216008,233281.399651787,2007-12-20 05:11:00.000
2675346.64091432,229962.001830903,2007-12-20 18:39:00.000
2718109.8864518,268961.631073101,2007-12-27 15:00:00.000
2713799.23919164,264847.910415349,2007-12-30 03:25:00.000
2689422.56145064,266512.961934368,2007-12-30 04:37:00.000
2672775.14807779,225634.425020751,2008-01-01 03:01:00.000
2696630.94592467,244456.090985486,2008-01-09 15:46:00.000
2673502.0030609,239211.341216246,2008-01-10 18:57:00.000
2691615.0099859,246199.281315461,2008-01-18 20:12:00.000
2684393.29672585,229661.56910838,2008-01-19 02:06:00.000
2684393.29672585,229661.56910838,2008-01-19 03:27:00.000
2680801.5847763,263484.784236893,2008-01-19 18:15:00.000
2703726.81259061,253071.625252819,2008-01-20 03:47:00.000
2690931.61713904,261439.071788351,2008-01-20 15:24:00.000
2693896.31261137,255566.360894751,2008-01-26 06:30:00.000
2683518.98457616,240449.041520014,2008-01-26 16:51:00.000
2692119.6853969,225880.514854811,2008-01-27 15:50:00.000
2711753.54629003,261165.747187914,2008-01-30 20:39:00.000
2691141.97293513,227809.466925551,2008-02-05 16:51:00.000
2693665.12529958,241886.473637638,2008-02-05 20:57:00.000
2695455.31354965,276564.694707655,2008-02-14 18:13:00.000
2674744.78085638,238599.195162701,2008-02-15 11:02:00.000
2705964.7634972,250114.808894551,2008-02-17 08:56:00.000
2692445.26129058,238397.496488367,2008-02-18 01:57:00.000
2674529.37959428,219724.244459257,2008-02-18 10:36:00.000
2706083.39929642,262252.038562738,2008-02-24 15:37:00.000
2687760.00839123,247855.882786083,2008-02-24 20:06:00.000
2718628.95490833,259403.008132424,2008-02-24 21:44:00.000
2693335.19478919,241645.678396195,2008-02-25 13:22:00.000
2692937.05707459,277899.701281213,2008-02-25 21:27:00.000
2687626.54647093,245696.229370008,2008-03-13 12:33:00.000
2700057.53191585,264406.407965945,2008-03-13 22:27:00.000
2669374.54924031,243008.036635249,2008-03-16 03:32:00.000
2706481.49063514,252346.017543088,2008-03-16 05:05:00.000
2677296.87901591,241005.971348739,2008-03-22 19:06:00.000
2677286.93935918,241004.417902743,2008-03-22 20:01:00.000
2701583.72042055,264834.008206712,2008-03-23 02:47:00.000
2696584.5491078,247399.807324398,2008-03-23 18:03:00.000
2692341.70925072,265468.162239421,2008-03-23 21:57:00.000
2693029.25964037,246002.0351383,2008-03-30 22:53:00.000
2700031.32656627,237730.23753118,2008-03-31 21:39:00.000
2705326.33779958,251247.998139613,2008-04-03 00:20:00.000
2672450.98128644,234016.105625862,2008-04-10 02:09:00.000
2701004.58334014,242362.916562609,2008-04-10 11:33:00.000
2693649.5588678,271341.357931323,2008-04-10 22:41:00.000
2709039.28312088,270772.990890583,2008-04-11 16:11:00.000
2683214.49688044,243943.622472845,2008-04-17 22:30:00.000
2717182.09605216,259886.683117063,2008-04-18 20:02:00.000
0,0,2008-04-19 02:47:00.000
2673687.61804385,241244.847667065,2008-04-19 18:12:00.000
2674664.15483344,223128.118135173,2008-04-19 23:24:00.000
2701738.6424139,265970.184314544,2008-04-20 03:00:00.000
2692249.23692,246878.201725818,2008-04-20 09:26:00.000
2690201.8312932,246612.298264623,2008-04-20 19:26:00.000
2711697.79954498,254589.838217945,2008-04-21 15:34:00.000
2709627.328156,264855.878025857,2008-04-23 23:45:00.000
2717378.58673074,264060.405787945,2008-04-24 09:30:00.000
2713662.71222148,274667.957124092,2008-04-24 16:15:00.000
2697596.02111055,265903.753756051,2008-04-27 00:18:00.000
2697324.470773,263938.015876576,2008-04-27 01:45:00.000
2695459.83115785,274779.925947929,2008-04-27 02:48:00.000
2697375.0878574,264298.783780126,2008-04-27 04:02:00.000
2680625.0669875,238091.992217425,2008-04-27 13:32:00.000
2706247.71797659,249715.920624027,2008-04-27 17:50:00.000
2705040.23349389,250396.970155353,2008-04-30 12:50:00.000
2690984.34915637,245593.276986235,2008-05-01 23:40:00.000
2711163.70969218,250421.311599884,2008-05-03 11:35:00.000
2706065.58777482,261908.524568497,2008-05-03 19:00:00.000
2688247.75020009,244617.080132212,2008-05-04 00:07:00.000
2701580.84015774,260995.693836387,2008-05-04 20:45:00.000
2700057.80710196,242565.67931164,2008-05-04 22:16:00.000
2680896.34728639,237224.835728462,2008-05-05 00:05:00.000
2670908.22554629,240924.20579229,2008-05-05 00:42:00.000
2670908.22554629,240924.20579229,2008-05-05 01:27:00.000
2673398.37649278,226373.771321786,2008-05-05 19:23:00.000
2674325.77518732,233863.696539974,2008-05-05 20:13:00.000
2688092.51892431,245635.454307984,2008-05-06 22:20:00.000
2685921.97214221,224607.631679685,2008-05-07 13:06:00.000
2703278.47011979,253940.968179242,2008-05-10 16:34:00.000
2688170.30278932,246193.174875497,2008-05-10 23:42:00.000
2693405.43031845,277033.576471605,2008-05-13 09:00:00.000
2674940.156131,224117.061276132,2008-05-14 17:58:00.000
2706543.24870163,271076.680963072,2008-05-16 12:57:00.000
2705722.24708455,250827.931048368,2008-05-19 16:24:00.000
2705722.24708455,250827.931048368,2008-05-19 22:04:00.000
2734602.29655043,288065.789835562,2008-05-22 12:01:00.000
2695000.46239015,222971.321405956,2008-05-23 22:32:00.000
2675595.79673222,241796.854695318,2008-05-24 01:49:00.000
2696366.93074189,226354.726915639,2008-05-24 02:50:00.000
2690221.16774817,228861.661896802,2008-05-24 04:25:00.000
2675636.56605187,232207.296957636,2008-05-25 03:29:00.000
2672710.76522747,249950.001790616,2008-05-28 22:01:00.000
2697646.29192693,239552.896311537,2008-05-28 23:20:00.000
2682133.96761259,240036.24542354,2008-05-30 21:52:00.000
2671334.18769259,239815.68337724,2008-05-31 14:13:00.000
2701665.25776658,248238.75909742,2008-05-31 16:24:00.000
2697651.90886676,246546.902626953,2008-06-01 00:51:00.000
2696920.14748238,230241.8719004,2008-06-01 21:19:00.000
2689790.03006208,263061.51869547,2008-06-01 21:41:00.000
2691761.57288471,253921.543923079,2008-06-02 23:10:00.000
2673779.98196555,230537.190084409,2008-06-03 10:45:00.000
2696067.27753145,258125.942966407,2008-06-03 23:34:00.000
2673975.17576728,230165.787620733,2008-06-05 03:30:00.000
2682179.55912708,240835.803820929,2008-06-05 23:04:00.000
2710158.85346077,258481.163979963,2008-06-06 04:06:00.000
2723734.20946734,279047.965911189,2008-06-06 09:17:00.000
2701052.53437145,240028.718413069,2008-06-07 00:11:00.000
2711218.1475106,272280.29199053,2008-06-09 01:31:00.000
2699934.83557112,257046.124989721,2008-06-10 16:26:00.000
2701175.6610897,249704.131606828,2008-06-10 17:22:00.000
2691059.31068437,263918.635307157,2008-06-10 20:08:00.000
2732434.44860315,297991.977026721,2008-06-13 16:30:00.000
2674614.89610676,241817.692577552,2008-06-14 01:52:00.000
2678965.19806622,228229.099746596,2008-06-14 16:05:00.000
2695229.77697842,229873.215117721,2008-06-15 01:32:00.000
2690396.25492346,250622.844057977,2008-06-15 15:19:00.000
2693014.33775947,260880.806661977,2008-06-15 19:02:00.000
2691914.95438613,229469.183293095,2008-06-16 01:30:00.000
2715215.14799462,267719.531804101,2008-06-16 04:58:00.000
2705125.91754238,252612.418402692,2008-06-16 22:22:00.000
2690249.29310393,236366.66445833,2008-06-17 01:54:00.000
2695378.77289862,271334.899930996,2008-06-17 22:16:00.000
2678598.22782272,239965.131800915,2008-06-18 08:32:00.000
2693999.50908722,223682.909726597,2008-06-19 04:21:00.000
2693205.88609112,250518.583546385,2008-06-19 21:37:00.000
2707531.85774149,250606.168970656,2008-06-20 09:19:00.000
2704465.55973288,269881.362343419,2008-06-20 11:02:00.000
2696469.75186825,227035.730871011,2008-06-21 10:28:00.000
2683368.73658344,237466.201265768,2008-06-22 01:14:00.000
2697108.83485465,254578.069369282,2008-06-22 01:43:00.000
2677032.96367253,232509.46542795,2008-06-22 02:34:00.000
2719272.11798568,274688.505902895,2008-06-22 18:29:00.000
2690814.29914101,236483.725284761,2008-06-23 11:54:00.000
2695523.75737998,250890.126449279,2008-06-23 16:50:00.000
2696695.53315686,238561.105975489,2008-06-29 02:34:00.000
2700633.00914656,256060.451983122,2008-06-29 02:47:00.000
2729800.0413451,284082.77248408,2008-06-29 10:47:00.000
2693804.9888142,250434.555438214,2008-06-29 13:12:00.000
2697019.14323917,263442.078919103,2008-12-10 03:10:00.000
2697261.36828126,263464.536815448,2008-12-11 20:17:00.000
2693782.09612657,249332.275092494,2008-12-14 00:25:00.000
2678307.57722939,231500.569311275,2008-12-14 00:58:00.000
2674316.11628855,225430.428474099,2008-12-14 02:10:00.000
2706648.00623081,261262.801696389,2008-12-14 19:57:00.000
2720661.52744126,259794.382184207,2008-12-14 23:02:00.000
2707646.7351995,254256.420076371,2008-12-16 15:22:00.000
2688532.98053392,228804.534661566,2008-12-18 01:01:00.000
2717509.18224872,260078.732317311,2008-12-18 19:34:00.000
2674606.91705887,232025.877474612,2008-12-19 18:54:00.000
2703801.82171342,261955.193221133,2008-12-23 18:34:00.000
2710452.76006707,256061.026927777,2008-12-24 21:19:00.000
2746288.25422331,288751.143622735,2008-12-25 07:17:00.000
2689790.03006208,263061.51869547,2008-12-25 23:07:00.000
2689790.03006208,263061.51869547,2008-12-25 23:08:00.000
2701248.69247584,245109.27068875,2008-12-26 19:20:00.000
2683251.59772309,230823.497508589,2008-12-27 17:55:00.000
2683251.59772309,230823.497508589,2008-12-27 18:27:00.000
2695123.78617596,276965.79728155,2008-12-27 22:28:00.000
2690097.86060439,251940.750290445,2008-12-28 16:08:00.000
2690097.86060439,251940.750290445,2008-12-28 17:45:00.000
2700400.46439602,257695.159999295,2008-12-29 20:33:00.000
2690896.26646033,254245.477958794,2008-12-31 18:50:00.000
2687077.50303296,243001.357816791,2009-01-01 05:08:00.000
2670606.11845075,243874.879792892,2009-01-01 11:57:00.000
2708434.99192238,252182.733037897,2009-01-05 07:39:00.000
2699469.44866986,253653.347899444,2009-01-06 10:23:00.000
2680632.37375396,238087.200929448,2009-01-06 17:29:00.000
0,0,2009-01-08 15:04:00.000
2697541.27178134,265495.875825453,2009-01-12 15:32:00.000
2688315.58191372,250710.811295942,2009-01-14 20:58:00.000
2694084.03664299,259955.372754405,2009-01-14 21:34:00.000
2719198.86224048,279289.785129407,2009-01-15 19:38:00.000
2691139.84593606,230123.069013424,2009-01-16 09:10:00.000
2687691.3678604,248614.057511835,2009-01-16 21:13:00.000
2703443.38435684,253731.042427256,2009-01-17 02:06:00.000
2681131.23044377,240326.781658141,2009-01-18 01:01:00.000
2711214.93194261,269949.51785012,2009-01-18 13:11:00.000
2704967.4332749,253518.612147526,2009-01-19 02:19:00.000
2690289.21345422,246594.58781341,2009-01-20 00:31:00.000
2688668.98039286,248863.062781742,2009-01-20 19:19:00.000
2690264.39638565,246385.940089702,2009-01-24 03:22:00.000
2696771.96921259,232444.806039502,2009-01-24 06:07:00.000
2727427.91327935,280373.695284168,2009-01-26 03:48:00.000
2731276.24019197,267915.568470811,2009-01-31 05:16:00.000
0,0,2009-02-01 02:38:00.000
2727162.27460798,269207.812271905,2009-02-01 20:54:00.000
2695343.06838388,261646.227901127,2009-02-02 04:26:00.000
2697387.34318513,230369.075268343,2009-02-02 14:16:00.000
2675518.58882692,230548.371787642,2009-02-02 19:49:00.000
2676645.74180752,243515.126641795,2009-02-02 20:00:00.000
2674500.47847298,230461.26503415,2009-02-08 02:56:00.000
2691240.47918617,261058.405237826,2009-02-09 00:24:00.000
2716209.57904151,279734.0034969,2009-02-09 15:06:00.000
2670554.48217056,235340.59088872,2009-02-09 19:26:00.000
2690384.7191874,227933.861682557,2009-02-13 01:16:00.000
2697859.46468594,267855.237174419,2009-02-13 20:20:00.000
2727295.75916426,280475.36232409,2009-02-13 21:39:00.000
2695505.41261262,250763.76458887,2009-02-14 14:58:00.000
2692229.89692676,268883.472600996,2009-02-18 20:36:00.000
2721499.79790522,268689.339830001,2009-02-19 14:16:00.000
2706782.83389946,252828.006369586,2009-02-19 22:36:00.000
2688943.13462584,241072.262532289,2009-02-20 19:00:00.000
2695891.20605793,224809.637567576,2009-02-21 01:04:00.000
2695933.67040233,249223.036995063,2009-02-21 10:13:00.000
2694558.39486947,258701.539029904,2009-02-21 20:44:00.000
2714490.83028458,260703.823538449,2009-02-23 09:24:00.000
2716780.47843897,263988.56631425,2009-02-23 20:02:00.000
2692119.52803168,253169.138459735,2009-02-23 21:44:00.000
2696529.53544445,243766.217529125,2009-02-23 22:51:00.000
2696529.53544445,243766.217529125,2009-02-24 01:51:00.000
2683991.2274731,239461.850590436,2009-02-24 23:24:00.000
