eventx,eventy,eventtime
2698732.87619893,224966.222412397,2009-02-26 03:08:00.000
2733124.07510229,302376.874501568,2009-02-26 05:44:00.000
2721502.38627292,271722.391096651,2009-02-26 10:01:00.000
2697553.2830579,252776.099920213,2009-02-26 12:06:00.000
2700443.50370414,250672.938735501,2009-02-26 21:13:00.000
2702470.37592325,267499.599332099,2009-02-27 18:24:00.000
2692367.43795966,262159.492188666,2009-02-27 19:21:00.000
2690124.16013088,248652.399081217,2009-02-28 16:58:00.000
2690291.83954628,242215.013014641,2009-03-01 20:39:00.000
2675960.80122853,230972.853044235,2009-03-03 00:33:00.000
2709637.06501858,252176.257280864,2009-03-04 15:29:00.000
2712789.73769666,273928.834370883,2009-03-04 16:07:00.000
2694719.64635993,259837.915676926,2009-03-06 01:59:00.000
2697290.21533659,245986.629855389,2009-03-06 21:39:00.000
2701559.92020673,255381.146655843,2009-03-07 17:01:00.000
2698532.66851675,273176.008725879,2009-03-07 18:31:00.000
2699423.49968572,249179.017355798,2009-03-07 18:52:00.000
2675790.36970504,236690.573253393,2009-03-08 01:07:00.000
2736183.8908542,272138.632661427,2009-03-11 22:07:00.000
2729983.27636777,266483.272421315,2009-03-11 23:57:00.000
2701877.15437888,247595.182774969,2009-03-15 00:09:00.000
2702083.43466791,246258.916624497,2009-03-15 02:01:00.000
2696857.04246832,255564.466983612,2009-03-15 02:13:00.000
2689005.5619941,247134.234510782,2009-03-15 21:29:00.000
2689726.3146086,273322.304208065,2009-03-16 23:52:00.000
2698249.8352827,264377.229268628,2009-03-17 07:43:00.000
2666326.71151803,242655.822634832,2009-03-18 12:28:00.000
2702566.84053663,253031.674637493,2009-03-19 01:09:00.000
2693055.75128444,257392.033862225,2009-03-20 17:52:00.000
2692441.11763428,235136.568482167,2009-03-22 21:32:00.000
2694768.16338115,261889.655950218,2009-03-25 20:08:00.000
2698673.04042602,235458.659846612,2009-03-26 01:16:00.000
2674436.26817526,237515.972713096,2009-03-27 10:26:00.000
2713230.00569213,267880.421217736,2009-03-27 11:19:00.000
2687537.63643473,269405.382379721,2009-03-29 21:46:00.000
2683898.32980189,241181.925710927,2009-04-02 00:31:00.000
2717374.10113484,262968.057758766,2009-04-05 01:39:00.000
2671753.38092338,235949.699066053,2009-04-06 20:53:00.000
2686690.57931724,219969.578856317,2009-04-06 21:25:00.000
2698779.94832979,253402.745681483,2009-04-09 11:46:00.000
2699918.55690757,251891.746471984,2009-04-11 22:40:00.000
2688329.85403355,227313.397463524,2009-04-11 23:24:00.000
2689854.60022293,253278.496941712,2009-04-13 01:30:00.000
2698569.96956191,263501.53717118,2009-04-14 17:52:00.000
2704772.12024449,263201.348743014,2009-04-14 23:50:00.000
2716639.69040982,261770.189730697,2009-04-16 05:28:00.000
2697009.40226714,241927.402493347,2009-04-17 16:10:00.000
2693401.46371272,277043.602480174,2009-04-17 21:10:00.000
2695085.34337551,255974.241171494,2009-04-18 21:44:00.000
2685514.02293744,229055.331111491,2009-04-19 21:39:00.000
2685514.02293744,229055.331111491,2009-04-20 00:28:00.000
2696209.34665857,278267.957333505,2009-04-21 07:36:00.000
2697520.9237904,277138.156290803,2009-04-23 21:04:00.000
2690685.08775987,252669.671755207,2009-04-24 12:26:00.000
2673212.63166661,239960.11671805,2009-04-26 02:49:00.000
2694681.70998338,244716.21276206,2009-04-26 20:24:00.000
2686817.36284958,247573.567797941,2009-04-26 23:22:00.000
2696089.93046244,254900.057784472,2009-04-28 02:42:00.000
2699047.68459817,263667.7222824,2009-04-28 13:11:00.000
2698329.04363752,246952.322421332,2009-04-28 14:42:00.000
2671377.45748226,226950.928600703,2009-04-28 20:45:00.000
2671377.35033102,226959.457731828,2009-04-28 21:48:00.000
2711025.02444992,256099.84266987,2009-04-29 00:41:00.000
2695583.20116069,264827.983433281,2009-04-30 01:57:00.000
2678285.05223345,231218.148416127,2009-04-30 23:38:00.000
2691570.04251094,227642.142035878,2009-05-01 10:48:00.000
2701267.12240035,251507.840439372,2009-05-02 00:55:00.000
2720732.42536263,257799.197394378,2009-05-04 14:46:00.000
2697075.4248255,265525.506313293,2009-05-04 16:37:00.000
2674462.62302711,229766.34359431,2009-05-05 00:38:00.000
2694124.88849871,257247.825310866,2009-05-05 20:21:00.000
2695001.23308504,235929.220674453,2009-05-06 11:30:00.000
2699432.90950293,261498.073101555,2009-05-07 02:04:00.000
2672236.84055798,220723.815144229,2009-05-08 11:48:00.000
2716140.75662393,269173.938240698,2009-05-08 21:59:00.000
0,0,2009-05-10 03:47:00.000
2677624.8373531,230397.621254387,2009-05-10 07:24:00.000
2690123.14004388,270845.307712036,2009-05-11 00:35:00.000
2731298.5697419,283045.262559764,2009-05-12 14:50:00.000
2706688.13332594,253934.571570055,2009-05-14 02:25:00.000
2713094.73561149,261236.362779437,2009-05-14 23:28:00.000
2687851.81081021,229081.681214497,2009-05-14 23:57:00.000
2679119.2229027,228518.981620071,2009-05-18 23:36:00.000
2679064.9090372,236026.586761294,2009-05-20 06:34:00.000
2743265.71065965,281227.444138154,2009-05-22 20:00:00.000
2696172.56939127,260017.985570128,2009-05-23 03:07:00.000
2692530.01810381,248924.403211356,2009-05-23 20:38:00.000
2675800.27464474,234916.38953083,2009-05-24 21:44:00.000
2711197.6086111,263615.313021793,2009-05-25 13:53:00.000
2694149.52449876,244278.360186917,2009-05-27 19:38:00.000
2672321.12335001,247409.547202754,2009-05-28 18:03:00.000
2704609.6664802,252957.356590721,2009-05-29 23:09:00.000
0,0,2009-05-31 01:18:00.000
2700897.78959792,239457.708385308,2009-05-31 03:47:00.000
2699590.50878797,246562.110986828,2009-05-31 04:15:00.000
2679324.75103521,241298.560821404,2009-06-03 20:11:00.000
2717074.46172562,269993.036959131,2009-06-04 23:22:00.000
2689285.55595305,229294.525492273,2009-06-08 22:14:00.000
2677237.95750095,229305.773714911,2009-06-09 01:11:00.000
2688845.18097678,283255.511480987,2009-06-10 21:19:00.000
2701856.63266705,260910.287722082,2009-06-11 01:00:00.000
2693720.01019077,251006.444894834,2009-06-13 19:21:00.000
2722977.29759807,276490.209656219,2009-06-14 23:47:00.000
2692883.32906507,269685.170290822,2009-06-17 10:01:00.000
2675705.17366145,214647.991095053,2009-06-19 18:13:00.000
2701103.65120146,261425.279266681,2009-06-21 01:04:00.000
2690736.94824793,254277.260496978,2009-06-21 18:20:00.000
2671917.69310467,248309.627908316,2009-06-21 19:24:00.000
2671917.69310467,248309.627908316,2009-06-21 20:14:00.000
2677096.80050637,231686.202090115,2009-06-23 15:48:00.000
2680616.27703612,242554.308281513,2009-06-24 19:35:00.000
2709831.49267434,250248.111153725,2009-06-25 09:11:00.000
2671901.04019484,223788.203833474,2009-06-25 19:03:00.000
2715251.2851915,263387.203394816,2009-06-26 01:18:00.000
2700218.34380544,241268.649206329,2009-06-27 17:44:00.000
2700218.34380544,241268.649206329,2009-06-27 20:53:00.000
2727870.64701379,266648.91555808,2009-06-29 16:09:00.000
2721852.5340025,267080.578652843,2009-06-30 18:11:00.000
2682205.6711276,252542.170935424,2009-07-01 06:15:00.000
2693712.49834976,244348.363937071,2009-07-02 20:43:00.000
2693574.51656651,236479.832067607,2009-07-03 08:28:00.000
2689685.33088565,274734.110992714,2009-07-06 22:35:00.000
2687748.04531673,247689.763126936,2009-07-10 16:01:00.000
2672418.52110752,221159.513022968,2009-07-13 20:42:00.000
2745827.22784361,290203.603441261,2009-07-14 02:20:00.000
2709926.86529541,254096.945349595,2009-07-16 01:24:00.000
2687448.67703099,273573.591330809,2009-07-18 12:49:00.000
2703787.70268245,267503.547063935,2009-07-20 22:45:00.000
2691046.48093686,228300.074446871,2009-07-21 15:27:00.000
2701492.15316078,270060.58528848,2009-07-21 21:08:00.000
2684515.79219906,243872.884300115,2009-07-22 04:43:00.000
2706907.88545806,269116.098000485,2009-07-23 20:54:00.000
2688440.87346575,241476.93936292,2009-07-25 22:45:00.000
2702632.37569791,253217.117026907,2009-07-26 02:15:00.000
2696707.99591379,250586.370178923,2009-07-26 04:09:00.000
2674619.454848,229673.918152933,2009-07-26 13:03:00.000
2713329.5958182,264692.672306259,2009-07-26 20:43:00.000
2726058.14379343,261473.92491423,2009-07-27 23:09:00.000
2726920.15216459,282344.783436052,2009-08-02 03:12:00.000
2691891.19532094,229035.894431181,2009-08-04 23:10:00.000
2677922.20904399,231899.816517857,2009-08-05 23:03:00.000
2673461.6392742,234546.644490536,2009-08-06 00:18:00.000
2693488.49244191,250483.23246184,2009-08-06 19:28:00.000
2675969.57780998,236213.141760023,2009-08-07 23:35:00.000
2685596.30781128,226309.694425369,2009-08-08 19:21:00.000
2714724.94317516,277359.702644807,2009-08-14 11:19:00.000
2673236.90685582,221811.525654141,2009-08-17 01:12:00.000
2695459.18023149,250420.910581415,2009-08-21 00:46:00.000
2687287.77041056,249042.252165413,2009-08-21 03:35:00.000
2706707.67684592,254031.517378107,2009-08-24 22:57:00.000
2669368.2003003,240596.000202174,2009-08-26 23:57:00.000
2694791.76755901,258847.994009162,2009-08-28 21:07:00.000
2705835.44077268,245287.362767759,2009-08-29 17:19:00.000
2693639.46045102,254867.281439153,2009-09-02 17:10:00.000
2672961.68016842,226628.508519964,2009-09-02 22:36:00.000
2673687.61804385,241244.847667065,2009-09-03 17:03:00.000
2674576.36926326,245206.247301016,2009-09-03 21:02:00.000
2707982.93553003,253495.285368083,2009-09-05 04:35:00.000
2697804.37534683,249586.455807729,2009-09-06 02:15:00.000
2687994.74118484,246172.642803878,2009-09-08 16:58:00.000
2673096.91338098,244676.162851323,2009-09-11 13:47:00.000
2696646.32421598,258989.018296144,2009-09-17 23:59:00.000
0,0,2009-09-18 13:04:00.000
2698737.66099869,263019.545408107,2009-09-19 23:36:00.000
2672341.14996808,234621.970044586,2009-09-20 01:53:00.000
2669820.93241007,241536.618590955,2009-09-21 10:51:00.000
2675730.29813709,223279.568549612,2009-09-21 19:00:00.000
2699439.24518077,246805.696956397,2009-09-21 19:48:00.000
2693935.4394719,250455.408822165,2009-09-22 00:54:00.000
2687742.34124885,228300.40718757,2009-09-23 21:10:00.000
2676755.7224674,231121.828752615,2009-09-23 21:32:00.000
2673866.5206997,242973.829673504,2009-09-24 14:42:00.000
2690674.99043992,277530.754160147,2009-09-25 18:10:00.000
2698770.12705938,250309.224634416,2009-09-26 22:09:00.000
2713944.74721096,264958.970227134,2009-09-27 23:07:00.000
2678358.44925278,230656.117977273,2009-09-28 10:45:00.000
2682249.22425948,243244.542731053,2009-09-29 17:32:00.000
2688769.28023923,226733.181947072,2009-10-01 19:58:00.000
2713376.70768858,256319.690078505,2009-10-04 01:58:00.000
2695508.29773621,226608.722477215,2009-10-04 04:21:00.000
2690647.81517538,245804.502704272,2009-10-04 07:01:00.000
2693237.96595654,249605.728446224,2008-06-30 13:35:00.000
2706266.99315559,266414.173733544,2008-06-30 23:25:00.000
2710226.33915666,249749.996253687,2008-07-02 10:47:00.000
2699944.37291404,253007.041289302,2008-07-02 19:30:00.000
2706715.52834982,251078.509484646,2008-07-04 11:46:00.000
2734723.19106536,276599.683484015,2008-07-08 03:02:00.000
2695758.26653543,261400.941786632,2008-07-09 06:53:00.000
2691408.6660032,220831.897320956,2008-07-10 18:11:00.000
2727227.25336398,293426.678730793,2008-07-10 23:23:00.000
2714125.43507994,267265.765278448,2008-07-11 16:22:00.000
2696182.70017176,244516.975700805,2008-07-12 00:36:00.000
2687594.45091582,244458.835396403,2008-07-12 16:58:00.000
2689794.88730709,263057.996314038,2008-07-12 21:01:00.000
2703113.45459105,261722.212113606,2008-07-15 13:37:00.000
2696703.81721663,264474.276977796,2008-07-15 16:06:00.000
2710663.85732903,264318.885934553,2008-07-16 00:57:00.000
2710523.52240735,264430.108928281,2008-07-17 04:27:00.000
2735650.61398306,271666.267753533,2008-07-18 02:27:00.000
2717203.41089315,259919.608518146,2008-07-18 12:00:00.000
2678482.09903834,238129.286970317,2008-07-18 16:32:00.000
2679840.45403937,244717.474505301,2008-07-20 02:01:00.000
2674321.72402316,226854.683198486,2008-07-21 00:35:00.000
2677325.63547762,231824.458420854,2008-07-21 22:03:00.000
2694661.24857414,240084.741738999,2008-07-22 19:15:00.000
2692698.91543016,250189.368384635,2008-07-22 19:25:00.000
2671602.21805314,221185.938966426,2008-07-24 22:56:00.000
2673820.67469057,252385.006865934,2008-07-25 11:26:00.000
2695822.37536839,251644.688341749,2008-07-25 18:07:00.000
2713477.66866896,265971.654662113,2008-07-26 02:43:00.000
2705405.97048503,264984.10477989,2008-07-26 13:11:00.000
2691960.83710348,227266.226260171,2008-07-27 01:59:00.000
2703113.45459105,261722.212113606,2008-07-27 21:11:00.000
2720956.57394596,263200.929089751,2008-07-28 21:00:00.000
2694379.79156992,218500.350329873,2008-07-28 21:04:00.000
2675633.56241883,214534.466795043,2008-07-29 20:22:00.000
2700116.48670653,261776.71419101,2008-08-03 01:51:00.000
2689605.35289246,226674.95620218,2008-08-03 22:25:00.000
2696135.02522133,255269.152100397,2008-08-04 01:08:00.000
2722569.88927708,277099.562549816,2008-08-04 21:43:00.000
2688312.36101974,245092.79273741,2008-08-05 01:28:00.000
0,0,2008-08-05 14:56:00.000
2672213.69669194,211307.786169963,2008-08-05 16:46:00.000
2698078.43876495,269315.007096084,2008-08-07 00:52:00.000
2690286.54938194,246547.657132644,2008-08-07 15:47:00.000
2678153.71183527,227533.286438905,2008-08-08 15:52:00.000
2696834.54440533,240174.865499558,2008-08-08 22:15:00.000
2672970.01065953,227121.086530889,2008-08-10 00:45:00.000
2706874.92384239,252641.528470616,2008-08-10 02:54:00.000
2697823.32799911,249877.371430726,2008-08-10 06:23:00.000
2676835.73968489,230850.54953561,2008-08-10 21:59:00.000
2699070.52970698,248047.173543006,2008-08-11 21:46:00.000
2691739.89981907,274497.809910801,2008-08-11 21:54:00.000
2688859.63536061,243880.759158628,2008-08-13 23:59:00.000
2733431.23562668,299496.402701867,2008-08-14 11:51:00.000
2694892.71378859,256264.920808478,2008-08-15 21:54:00.000
2697792.62980039,247587.62254643,2008-08-16 21:47:00.000
2715480.29860743,266053.768117821,2008-08-17 23:18:00.000
2725230.72597317,272030.52467986,2008-08-19 04:50:00.000
2689475.34190447,266457.736024043,2008-08-20 11:46:00.000
2724749.98331022,261324.7320713,2008-08-23 09:33:00.000
2717380.51744884,262282.251225891,2008-08-24 01:16:00.000
2697782.58186427,264624.022870717,2008-08-24 02:20:00.000
2700285.70883933,258214.235541836,2008-08-27 19:50:00.000
2692449.52734776,248334.842829776,2008-08-28 14:21:00.000
2685611.33969543,229809.568202093,2008-08-28 22:00:00.000
2690384.23058672,244161.333874364,2008-08-28 22:26:00.000
2686527.38194092,248911.250422414,2008-08-29 18:11:00.000
2700340.5259707,258647.820491933,2008-08-29 23:53:00.000
2670187.83259758,235389.6830786,2008-08-30 05:09:00.000
2707021.83275579,261799.387359799,2008-08-30 16:12:00.000
2673778.96920743,226329.967200905,2008-08-30 21:13:00.000
2718709.30516901,259811.042668257,2008-08-31 04:07:00.000
2705390.0913296,265540.19934603,2008-08-31 19:56:00.000
2699838.72723801,252184.709998474,2008-09-02 02:31:00.000
2699838.72723801,252184.709998474,2008-09-02 02:31:00.000
2706692.4700631,253610.652776393,2008-09-02 14:32:00.000
2723406.81801898,266367.214045758,2008-09-02 17:34:00.000
2683223.77787306,240186.4819393,2008-09-05 21:34:00.000
2690940.63430058,229618.891559408,2008-09-06 10:35:00.000
2699782.85348673,260687.078488107,2008-09-06 20:17:00.000
2691739.42561797,223102.008886941,2008-09-08 16:18:00.000
2733070.00092229,297501.854515277,2008-09-08 16:57:00.000
2700057.53191585,264406.407965945,2008-09-08 20:49:00.000
2677859.93044539,230153.4569824,2008-09-09 21:39:00.000
2684516.11572507,241243.394229852,2008-09-11 22:22:00.000
2684516.11572507,241243.394229852,2008-09-11 23:24:00.000
2694803.28791443,255609.245210928,2008-09-13 08:49:00.000
2708514.15366932,249547.035842502,2008-09-14 00:39:00.000
2692530.18227161,248903.763167599,2008-09-14 23:04:00.000
2693119.24960869,244971.960208206,2008-09-16 20:44:00.000
2706838.07575618,253590.921343584,2008-09-16 21:51:00.000
2687052.13004984,273191.393136304,2008-09-19 21:52:00.000
2726466.27414735,283391.010953845,2008-09-20 14:12:00.000
2693721.76769955,248900.618352089,2008-09-23 13:47:00.000
2670847.57632979,225167.44785814,2008-09-23 23:58:00.000
2725692.02885639,276093.006948446,2008-09-24 01:43:00.000
2693907.53302561,249087.331667794,2008-09-24 10:16:00.000
2706429.70690445,249477.291579669,2008-09-25 00:52:00.000
2699147.77375157,248585.605548634,2008-09-25 18:14:00.000
2697520.30669835,265339.488609085,2008-09-26 09:08:00.000
2677182.33282638,232665.24171499,2008-09-28 01:16:00.000
2694839.44295038,241323.754211552,2008-09-28 19:04:00.000
2709378.46911306,253539.867803985,2008-09-30 00:13:00.000
2673656.58080589,233633.652774352,2008-09-30 00:40:00.000
2672468.15727102,241332.69657356,2008-10-02 12:05:00.000
2689295.9518482,243389.100852205,2008-10-04 04:15:00.000
2696745.57777603,259748.84893369,2008-10-04 14:05:00.000
2715868.48694589,262962.89053908,2008-10-04 19:34:00.000
2673732.88779436,245264.471906913,2008-10-04 19:46:00.000
2687705.72193587,244047.291193105,2008-10-05 20:23:00.000
2702861.80448422,270301.64353398,2008-10-07 06:40:00.000
2671249.97533208,239176.429254428,2008-10-10 23:58:00.000
2697558.58278588,255081.099616143,2008-10-11 11:21:00.000
2704312.31731525,261659.177733425,2008-10-11 13:24:00.000
2693861.49044992,245504.807433297,2008-10-12 03:19:00.000
2706429.70690445,249477.291579669,2008-10-14 04:35:00.000
2716342.45239262,261957.443035177,2008-10-15 10:39:00.000
2675548.72887687,244660.555601297,2008-10-16 23:17:00.000
2692208.17901268,275653.362317983,2008-10-17 02:40:00.000
2702480.41324126,252090.388609573,2008-10-17 11:32:00.000
2682604.62069875,237276.173436002,2008-10-17 22:52:00.000
2699821.34837696,250170.639459807,2008-10-21 16:24:00.000
2673774.52606143,243505.328710541,2008-10-21 19:11:00.000
2718812.57867608,259461.263599616,2008-10-22 12:56:00.000
2673037.08047644,224195.223852949,2008-10-23 00:20:00.000
2691001.26675248,252823.521297699,2008-10-23 01:53:00.000
2702480.41324126,252090.388609573,2008-10-23 12:54:00.000
2702480.41324126,252090.388609573,2008-10-23 18:32:00.000
2698572.35156885,248837.12792324,2008-10-23 21:11:00.000
2698572.35156885,248837.12792324,2008-10-23 23:34:00.000
2702213.08437096,252312.485243393,2008-10-24 10:06:00.000
2714688.65462923,260515.051562465,2008-10-24 20:17:00.000
2705748.53044397,259604.650271933,2008-10-24 23:31:00.000
2694042.32732496,279064.628121804,2009-10-05 18:09:00.000
2740166.62763013,282091.091816826,2009-10-07 17:48:00.000
2693525.5746664,250712.861858583,2009-10-07 18:39:00.000
2693232.95106954,227290.23894325,2009-10-08 13:36:00.000
2686076.39096088,278617.151699854,2009-10-08 18:47:00.000
2687856.35121302,270153.166061153,2009-10-08 20:33:00.000
2733894.12532901,302027.356234079,2009-10-08 20:36:00.000
2689303.40384446,230903.119248096,2009-10-09 00:07:00.000
2681235.42408411,243597.0412681,2009-10-09 15:47:00.000
2698029.49207511,272412.785811532,2009-10-11 00:03:00.000
2691138.32018246,227827.96190675,2009-10-11 23:58:00.000
2690380.90058528,235406.214525201,2009-10-12 13:16:00.000
2673848.25565045,239310.435208784,2009-10-13 01:43:00.000
2721095.16850328,272007.083912919,2009-10-14 10:13:00.000
2703811.13878419,265040.387702093,2009-10-14 20:09:00.000
2688622.06069766,247946.406119238,2009-10-15 13:08:00.000
2676490.85090115,231485.777932484,2009-10-18 20:31:00.000
2676007.13615045,230043.852378481,2009-10-19 12:32:00.000
2695136.9385204,274010.684815526,2009-10-19 21:52:00.000
2699832.92974181,261581.480752524,2009-10-20 20:39:00.000
2696518.27236195,278404.593621096,2009-10-20 23:13:00.000
2705507.39788911,261752.313346843,2009-10-21 10:08:00.000
2679955.44011328,264377.937069705,2009-10-21 15:13:00.000
2692826.91952856,234663.583950419,2009-10-21 16:12:00.000
2692955.51007026,218695.588272921,2009-10-21 23:03:00.000
0,0,2009-10-22 19:29:00.000
2707110.92747603,252621.217655436,2009-10-23 00:35:00.000
2718997.28201108,274442.616066454,2009-10-24 03:51:00.000
2682182.61625053,241449.13082056,2009-10-24 13:50:00.000
2716767.81444467,275961.551081764,2009-10-26 21:23:00.000
2673359.33895359,243175.529412947,2009-10-27 19:15:00.000
2705206.81633618,253456.226787019,2009-10-31 00:52:00.000
2692944.31120819,248597.906217903,2009-11-01 17:48:00.000
2706409.97360789,263777.453978036,2009-11-01 21:43:00.000
2692254.31775227,230543.53425639,2009-11-03 11:59:00.000
2702404.00171378,251544.008527088,2009-11-03 20:57:00.000
2687595.5237056,244466.368813833,2009-11-05 03:23:00.000
2700659.65809736,271546.41357685,2009-11-05 08:43:00.000
2695202.79720125,272862.950973829,2009-11-07 01:27:00.000
2722605.50760115,264304.234266793,2009-11-07 03:29:00.000
2692695.71798596,270067.981214129,2009-11-07 12:18:00.000
2688411.22595913,268531.344526437,2009-11-08 16:21:00.000
2671731.3556111,226251.805006496,2009-11-08 19:33:00.000
2708106.0403728,259854.808864185,2009-11-09 07:22:00.000
2680281.67239458,243715.826737266,2009-11-10 01:09:00.000
2730384.28061638,289390.36762494,2009-11-10 15:02:00.000
0,0,2009-11-12 04:08:00.000
2730427.92178412,295582.284249304,2009-11-12 10:29:00.000
2692460.46673742,262095.671262998,2009-11-13 18:46:00.000
2677806.45339423,230755.317048342,2009-11-14 00:35:00.000
2729852.14129734,269797.211929971,2009-11-15 01:44:00.000
2688224.82064668,229599.820723341,2009-11-15 12:44:00.000
2674627.75292937,227460.958145866,2009-11-17 03:41:00.000
2685979.89923242,226010.995148323,2009-11-17 19:30:00.000
2681040.78710205,232464.308643813,2009-11-20 08:51:00.000
2698504.91469543,235122.454097561,2009-11-20 21:40:00.000
2691024.64669395,251964.869038814,2009-11-20 22:22:00.000
2695408.42434581,253387.232292141,2009-11-20 23:36:00.000
2691428.01659338,248708.237900389,2009-11-21 06:41:00.000
2708837.42056698,247908.618500492,2009-11-21 22:58:00.000
2693054.86021958,261446.142966405,2009-11-21 23:41:00.000
2691706.32516408,275231.537990893,2009-11-24 19:38:00.000
2672859.97285183,236641.091934773,2009-11-25 20:52:00.000
2677116.96287809,238438.401544198,2009-11-28 19:42:00.000
2671438.09174306,239042.049169535,2009-11-29 06:50:00.000
2684550.80951541,240620.992732967,2009-11-29 20:54:00.000
2689375.91182633,228983.66097335,2009-11-30 17:04:00.000
2690885.89218601,263145.831228089,2009-12-01 01:57:00.000
2705232.99600243,253453.105426904,2009-12-02 17:17:00.000
2740820.78564699,272446.572681694,2009-12-04 23:01:00.000
2694182.24948448,260663.60630536,2009-12-05 01:14:00.000
2708042.50525142,245934.100438444,2009-12-07 18:53:00.000
0,0,2009-12-09 02:32:00.000
2706440.3619773,250373.685426964,2009-12-09 02:52:00.000
2699622.24408372,246776.236215019,2009-12-09 18:06:00.000
2680743.61619257,242570.39459114,2009-12-12 02:31:00.000
2675008.95970117,232123.345187802,2009-12-12 17:57:00.000
2684484.35777169,229203.904944481,2009-12-15 16:16:00.000
2675295.41367269,210961.573416228,2009-12-17 01:08:00.000
2706032.83380896,251117.02224406,2009-12-17 21:55:00.000
2691196.26630285,268701.558117621,2009-12-18 12:19:00.000
2695769.03587564,272384.616554708,2009-12-18 23:48:00.000
2694074.28000227,266868.889590898,2009-12-19 13:52:00.000
2699639.20470916,250782.875105003,2009-12-25 03:51:00.000
2695290.55193284,222552.419991184,2009-12-27 02:34:00.000
2707128.67519961,257176.298909312,2009-12-28 01:16:00.000
2722863.66826538,259972.678796108,2009-12-28 06:17:00.000
2718709.30516901,259811.042668257,2009-12-28 22:42:00.000
2670521.59481606,223204.500991516,2009-12-29 03:07:00.000
2700096.04854794,260480.867283553,2009-12-30 19:59:00.000
2688387.00743484,249043.892088531,2009-12-31 13:40:00.000
2701743.06611342,253942.992054922,2009-12-31 18:27:00.000
